股票代码,中文名称,每股收益(元),每股经营现金流(元),每股公积金(元),每股未分配利润(元),流通股本(亿股),流通市值(亿元),_quarter,stock_id,_stock_name,_selected_time
002783.XSHE,凯龙股份,0.05,-0.1,1.29,1.77,3.11,36.69,2019-10-22,002783.XSHE,凯龙股份,2024-01-25
002796.XSHE,世嘉科技,0.22,0.32,6.63,1.29,1.24,45.51,2019-10-22,002796.XSHE,世嘉科技,2024-01-25
002799.XSHE,环球印务,0.11,0.62,0.99,1.67,1.5,22.17,2019-10-22,002799.XSHE,环球印务,2024-01-25
002810.XSHE,山东赫达,0.23,0.34,0.81,2.6,1.36,17.91,2019-10-22,002810.XSHE,山东赫达,2024-01-25
002817.XSHE,黄山胶囊,0.15,0.19,3.43,3.4,0.42,7.73,2019-10-22,002817.XSHE,黄山胶囊,2024-01-25
002825.XSHE,纳尔股份,0.08,0.26,1.48,2.2,0.41,6.2,2019-10-22,002825.XSHE,纳尔股份,2024-01-25
002839.XSHE,张家港行,0.14,1.66,0.48,0.9,8.64,46.23,2019-10-22,002839.XSHE,张家港行,2024-01-25
002933.XSHE,新兴装备,0.26,-0.19,5.53,5.39,0.48,19.99,2019-10-22,002933.XSHE,新兴装备,2024-01-25
002942.XSHE,新农股份,0.3,0.49,2.97,2.68,0.3,10.42,2019-10-22,002942.XSHE,新农股份,2024-01-25
300016.XSHE,北陆药业,0.11,0.15,0.32,1.13,3.99,35.22,2019-10-22,300016.XSHE,北陆药业,2024-01-25
300025.XSHE,华星创业,0.0,0.14,0.07,0.69,3.99,24.23,2019-10-22,300025.XSHE,华星创业,2024-01-25
300037.XSHE,新宙邦,0.28,0.09,3.27,3.46,2.49,63.04,2019-10-22,300037.XSHE,新宙邦,2024-01-25
300058.XSHE,蓝色光标,0.06,0.04,1.49,1.12,21.48,127.35,2019-10-22,300058.XSHE,蓝色光标,2024-01-25
300059.XSHE,东方财富,0.08,-0.46,1.33,0.7,54.35,803.35,2019-10-22,300059.XSHE,东方财富,2024-01-25
300061.XSHE,旗天科技,-0.01,-0.01,2.85,-0.4,2.75,19.35,2019-10-22,300061.XSHE,旗天科技,2024-01-25
300087.XSHE,荃银高科,-0.06,0.63,0.39,0.31,3.49,27.66,2019-10-22,300087.XSHE,荃银高科,2024-01-25
300118.XSHE,东方日升,0.33,0.89,5.63,2.46,6.96,84.4,2019-10-22,300118.XSHE,东方日升,2024-01-25
300122.XSHE,智飞生物,0.39,0.25,0.13,1.91,8.76,415.55,2019-10-22,300122.XSHE,智飞生物,2024-01-25
300138.XSHE,晨光生物,0.07,0.55,1.29,1.26,4.0,27.06,2019-10-22,300138.XSHE,晨光生物,2024-01-25
300172.XSHE,中电环保,0.07,0.02,0.38,1.3,3.52,18.66,2019-10-22,300172.XSHE,中电环保,2024-01-25
300213.XSHE,佳讯飞鸿,0.05,0.17,1.25,1.08,4.39,28.63,2019-10-22,300213.XSHE,佳讯飞鸿,2024-01-25
300236.XSHE,上海新阳,0.07,0.11,4.1,2.79,1.9,71.17,2019-10-22,300236.XSHE,上海新阳,2024-01-25
300260.XSHE,新莱应材,0.09,0.47,1.54,1.11,1.27,14.73,2019-10-22,300260.XSHE,新莱应材,2024-01-25
300327.XSHE,中颖电子,0.17,0.3,1.24,1.05,2.52,67.61,2019-10-22,300327.XSHE,中颖电子,2024-01-25
300354.XSHE,东华测试,0.02,0.01,0.75,0.72,0.77,10.09,2019-10-22,300354.XSHE,东华测试,2024-01-25
300357.XSHE,我武生物,0.22,0.1,0.24,0.9,4.57,188.81,2019-10-22,300357.XSHE,我武生物,2024-01-25
300382.XSHE,斯莱克,0.05,0.13,0.17,0.49,5.65,33.25,2019-10-22,300382.XSHE,斯莱克,2024-01-25
300390.XSHE,天华超净,0.04,0.04,0.13,0.41,3.26,17.12,2019-10-22,300390.XSHE,天华超净,2024-01-25
300433.XSHE,蓝思科技,0.32,0.44,0.44,2.53,39.11,402.85,2019-10-22,300433.XSHE,蓝思科技,2024-01-25
300451.XSHE,创业慧康,0.08,-0.07,1.32,1.04,5.46,95.11,2019-10-22,300451.XSHE,创业慧康,2024-01-25
300452.XSHE,山河药辅,0.15,0.11,0.48,2.05,1.1,16.22,2019-10-22,300452.XSHE,山河药辅,2024-01-25
300471.XSHE,厚普股份,0.05,0.02,1.85,0.2,2.72,23.12,2019-10-22,300471.XSHE,厚普股份,2024-01-25
300491.XSHE,通合科技,0.08,-0.05,2.4,0.7,1.18,15.83,2019-10-22,300491.XSHE,通合科技,2024-01-25
300496.XSHE,中科创达,0.17,0.03,1.64,1.47,2.83,103.18,2019-10-22,300496.XSHE,中科创达,2024-01-25
300548.XSHE,博创科技,0.02,0.08,2.96,3.05,0.34,14.8,2019-10-22,300548.XSHE,博创科技,2024-01-25
300551.XSHE,古鳌科技,0.16,0.29,1.9,1.94,0.65,9.93,2019-10-22,300551.XSHE,古鳌科技,2024-01-25
300563.XSHE,神宇股份,0.15,-0.07,1.99,3.07,0.31,9.33,2019-10-22,300563.XSHE,神宇股份,2024-01-25
300655.XSHE,晶瑞电材,0.04,0.11,1.46,0.88,0.82,17.16,2019-10-22,300655.XSHE,晶瑞电材,2024-01-25
300685.XSHE,艾德生物,0.21,0.36,2.88,2.26,0.91,59.86,2019-10-22,300685.XSHE,艾德生物,2024-01-25
300690.XSHE,双一科技,0.46,0.02,5.04,2.75,0.52,12.64,2019-10-22,300690.XSHE,双一科技,2024-01-25
300755.XSHE,华致酒行,0.22,-0.64,3.7,4.83,0.58,27.74,2019-10-22,300755.XSHE,华致酒行,2024-01-25
600011.XSHG,华能国际,0.1,0.75,1.17,2.22,105.0,609.0,2019-10-23,600011.XSHG,华能国际,2024-01-25
600060.XSHG,海信视像,0.15,0.47,1.89,6.88,13.08,106.25,2019-10-23,600060.XSHG,海信视像,2024-01-25
600129.XSHG,太极集团,0.06,0.03,3.7,1.13,5.44,62.17,2019-10-23,600129.XSHG,太极集团,2024-01-25
600176.XSHG,中国巨石,0.14,0.17,0.98,2.16,35.02,284.39,2019-10-23,600176.XSHG,中国巨石,2024-01-25
600216.XSHG,浙江医药,0.08,0.17,1.39,4.62,9.56,109.45,2019-10-23,600216.XSHG,浙江医药,2024-01-25
600256.XSHG,广汇能源,0.06,0.16,0.19,0.95,67.37,223.67,2019-10-23,600256.XSHG,广汇能源,2024-01-25
600298.XSHG,安琪酵母,0.24,0.69,0.79,3.97,8.24,222.91,2019-10-23,600298.XSHG,安琪酵母,2024-01-25
600367.XSHG,红星发展,0.05,-0.03,1.09,1.76,2.91,21.67,2019-10-23,600367.XSHG,红星发展,2024-01-25
600506.XSHG,香梨股份,-0.01,-0.08,1.52,-0.87,1.48,16.06,2019-10-23,600506.XSHG,香梨股份,2024-01-25
600585.XSHG,海螺水泥,1.61,2.17,2.0,20.55,40.0,1653.48,2019-10-23,600585.XSHG,海螺水泥,2024-01-25
600714.XSHG,金瑞矿业,-0.0,-0.0,1.04,0.03,2.88,16.89,2019-10-23,600714.XSHG,金瑞矿业,2024-01-25
600794.XSHG,保税科技,0.05,0.26,0.22,0.34,12.12,47.03,2019-10-23,600794.XSHG,保税科技,2024-01-25
600867.XSHG,通化东宝,0.08,0.18,0.46,0.73,20.34,355.95,2019-10-23,600867.XSHG,通化东宝,2024-01-25
600888.XSHG,新疆众和,0.04,-0.2,2.48,0.73,8.4,39.42,2019-10-23,600888.XSHG,新疆众和,2024-01-25
600917.XSHG,重庆燃气,0.08,0.23,0.65,0.8,15.56,110.01,2019-10-23,600917.XSHG,重庆燃气,2024-01-25
600976.XSHG,健民集团,0.11,-0.19,1.97,3.79,1.53,25.82,2019-10-23,600976.XSHG,健民集团,2024-01-25
601860.XSHG,紫金银行,0.12,1.85,0.81,0.59,3.66,22.73,2019-10-23,601860.XSHG,紫金银行,2024-01-25
601975.XSHG,招商南油,0.04,0.04,0.81,-1.02,18.99,54.87,2019-10-23,601975.XSHG,招商南油,2024-01-25
603138.XSHG,海量数据,0.07,0.03,0.28,0.81,0.67,10.93,2019-10-23,603138.XSHG,海量数据,2024-01-25
603183.XSHG,建研院,0.05,0.08,1.63,1.61,1.04,11.0,2019-10-23,603183.XSHG,建研院,2024-01-25
603186.XSHG,华正新材,0.26,0.33,1.4,2.9,0.74,29.04,2019-10-23,603186.XSHG,华正新材,2024-01-25
603189.XSHG,网达软件,0.04,-0.02,1.69,0.88,2.21,36.79,2019-10-23,603189.XSHG,网达软件,2024-01-25
603387.XSHG,基蛋生物,0.17,0.06,2.34,2.16,1.29,30.2,2019-10-23,603387.XSHG,基蛋生物,2024-01-25
603444.XSHG,吉比特,2.84,4.18,15.37,24.18,0.42,112.21,2019-10-23,603444.XSHG,吉比特,2024-01-25
603569.XSHG,长久物流,0.04,0.11,0.7,2.28,5.6,57.09,2019-10-23,603569.XSHG,长久物流,2024-01-25
603779.XSHG,威龙股份,0.01,0.14,2.95,1.98,2.11,28.27,2019-10-23,603779.XSHG,威龙股份,2024-01-25
603788.XSHG,宁波高发,0.22,0.56,5.05,1.84,2.3,30.69,2019-10-23,603788.XSHG,宁波高发,2024-01-25
603813.XSHG,原尚股份,0.19,0.38,2.9,3.24,0.47,8.65,2019-10-23,603813.XSHG,原尚股份,2024-01-25
603843.XSHG,正平股份,0.02,0.4,0.41,0.85,5.6,28.84,2019-10-23,603843.XSHG,正平股份,2024-01-25
603882.XSHG,金域医学,0.32,0.46,1.86,1.81,2.8,156.54,2019-10-23,603882.XSHG,金域医学,2024-01-25
603963.XSHG,大理药业,0.01,0.01,1.0,0.6,0.99,11.92,2019-10-23,603963.XSHG,大理药业,2024-01-25
603988.XSHG,中电电机,0.07,0.11,0.73,0.82,2.35,22.65,2019-10-23,603988.XSHG,中电电机,2024-01-25
000034.XSHE,神州数码,0.17,1.37,3.63,1.66,4.85,76.9,2019-10-23,000034.XSHE,神州数码,2024-01-25
000513.XSHE,丽珠集团,0.32,0.5,1.23,8.76,5.96,158.07,2019-10-23,000513.XSHE,丽珠集团,2024-01-25
000550.XSHE,江铃汽车,0.11,-0.18,0.97,9.71,5.18,84.19,2019-10-23,000550.XSHE,江铃汽车,2024-01-25
000603.XSHE,盛达资源,0.19,0.47,0.66,2.28,5.87,80.94,2019-10-23,000603.XSHE,盛达资源,2024-01-25
000631.XSHE,顺发恒业,0.04,0.04,0.57,0.89,24.33,68.35,2019-10-23,000631.XSHE,顺发恒业,2024-01-25
000659.XSHE,珠海中富,0.01,0.06,0.22,-1.03,12.86,34.33,2019-10-23,000659.XSHE,珠海中富,2024-01-25
000672.XSHE,上峰水泥,0.73,0.59,-1.23,5.72,8.14,109.27,2019-10-23,000672.XSHE,上峰水泥,2024-01-25
000701.XSHE,厦门信达,-0.38,-3.75,4.29,0.68,4.07,22.97,2019-10-23,000701.XSHE,厦门信达,2024-01-25
000708.XSHE,中信特钢,0.42,2.07,3.84,3.37,4.49,72.0,2019-10-23,000708.XSHE,中信特钢,2024-01-25
000848.XSHE,承德露露,0.1,0.2,0.02,0.51,9.78,73.67,2019-10-23,000848.XSHE,承德露露,2024-01-25
000890.XSHE,法尔胜,-0.18,1.15,0.11,0.28,3.8,21.94,2019-10-23,000890.XSHE,法尔胜,2024-01-25
000937.XSHE,冀中能源,0.08,0.32,1.27,2.98,29.07,101.73,2019-10-23,000937.XSHE,冀中能源,2024-01-25
000948.XSHE,南天信息,0.06,-0.37,2.26,1.11,3.2,32.97,2019-10-23,000948.XSHE,南天信息,2024-01-25
000968.XSHE,蓝焰控股,0.18,0.45,1.01,2.13,5.14,54.12,2019-10-23,000968.XSHE,蓝焰控股,2024-01-25
000998.XSHE,隆平高科,-0.26,0.32,2.25,1.62,9.65,121.02,2019-10-23,000998.XSHE,隆平高科,2024-01-25
002033.XSHE,丽江股份,0.16,0.26,1.02,2.24,5.49,31.65,2019-10-23,002033.XSHE,丽江股份,2024-01-25
002034.XSHE,旺能环境,0.25,0.37,5.87,2.55,2.59,42.12,2019-10-23,002034.XSHE,旺能环境,2024-01-25
002040.XSHE,南京港,0.07,0.2,3.18,1.15,3.99,28.31,2019-10-23,002040.XSHE,南京港,2024-01-25
002051.XSHE,中工国际,0.21,0.3,1.9,4.83,11.11,110.56,2019-10-23,002051.XSHE,中工国际,2024-01-25
002072.XSHE,凯瑞德,-0.02,0.03,1.09,-3.49,1.66,8.11,2019-10-23,002072.XSHE,凯瑞德,2024-01-25
002080.XSHE,中材科技,0.22,0.33,2.9,2.07,16.78,174.86,2019-10-23,002080.XSHE,中材科技,2024-01-25
002084.XSHE,海鸥住工,0.11,0.03,1.17,1.04,4.91,24.92,2019-10-23,002084.XSHE,海鸥住工,2024-01-25
002085.XSHE,万丰奥威,0.08,0.17,0.05,1.63,21.14,149.02,2019-10-23,002085.XSHE,万丰奥威,2024-01-25
002095.XSHE,生意宝,0.05,0.05,1.29,0.96,2.52,59.59,2019-10-23,002095.XSHE,生意宝,2024-01-25
002105.XSHE,信隆健康,0.09,0.15,0.14,0.2,3.69,17.54,2019-10-23,002105.XSHE,信隆健康,2024-01-25
002109.XSHE,兴化股份,0.01,0.08,2.12,0.22,5.45,19.4,2019-10-23,002109.XSHE,兴化股份,2024-01-25
002110.XSHE,三钢闽光,0.27,0.28,2.06,3.95,22.04,177.17,2019-10-23,002110.XSHE,三钢闽光,2024-01-25
002113.XSHE,ST天润,0.04,-0.0,0.81,-0.28,9.24,15.89,2019-10-23,002113.XSHE,ST天润,2024-01-25
002125.XSHE,湘潭电化,0.04,0.15,0.84,0.31,5.53,28.31,2019-10-23,002125.XSHE,湘潭电化,2024-01-25
002128.XSHE,电投能源,0.3,0.67,1.32,5.26,16.34,133.53,2019-10-23,002128.XSHE,电投能源,2024-01-25
002132.XSHE,恒星科技,0.05,-0.04,0.94,0.31,12.52,38.08,2019-10-23,002132.XSHE,恒星科技,2024-01-25
002133.XSHE,广宇集团,0.05,0.6,1.09,2.02,6.35,20.77,2019-10-23,002133.XSHE,广宇集团,2024-01-25
002160.XSHE,常铝股份,0.0,0.05,2.94,-0.22,6.82,20.34,2019-10-23,002160.XSHE,常铝股份,2024-01-25
002165.XSHE,红宝丽,0.04,-0.06,0.5,0.93,5.93,27.1,2019-10-23,002165.XSHE,红宝丽,2024-01-25
002174.XSHE,游族网络,0.34,0.11,0.96,4.42,6.45,102.54,2019-10-23,002174.XSHE,游族网络,2024-01-25
002193.XSHE,如意集团,0.08,0.14,6.1,2.76,2.61,22.78,2019-10-23,002193.XSHE,如意集团,2024-01-25
002218.XSHE,拓日新能,0.02,0.05,1.06,0.32,12.16,35.62,2019-10-23,002218.XSHE,拓日新能,2024-01-25
002222.XSHE,福晶科技,0.08,0.1,0.16,0.87,4.23,48.09,2019-10-23,002222.XSHE,福晶科技,2024-01-25
002226.XSHE,江南化工,0.13,0.21,2.66,0.99,9.58,49.35,2019-10-23,002226.XSHE,江南化工,2024-01-25
002232.XSHE,启明信息,0.05,-0.07,0.64,0.97,4.04,35.37,2019-10-23,002232.XSHE,启明信息,2024-01-25
002238.XSHE,天威视讯,0.09,0.08,0.36,2.46,6.17,49.82,2019-10-23,002238.XSHE,天威视讯,2024-01-25
002243.XSHE,力合科创,0.14,0.18,2.07,1.27,3.65,51.64,2019-10-23,002243.XSHE,力合科创,2024-01-25
002262.XSHE,恩华药业,0.2,0.27,0.15,2.09,8.87,96.35,2019-10-23,002262.XSHE,恩华药业,2024-01-25
002268.XSHE,电科网安,0.02,-0.03,3.09,1.01,8.1,225.88,2019-10-23,002268.XSHE,电科网安,2024-01-25
002287.XSHE,奇正藏药,0.14,0.12,0.85,1.82,5.27,107.22,2019-10-23,002287.XSHE,奇正藏药,2024-01-25
002302.XSHE,西部建设,0.24,0.12,2.22,2.29,12.39,136.54,2019-10-23,002302.XSHE,西部建设,2024-01-25
002315.XSHE,焦点科技,0.2,-0.33,4.59,1.77,1.17,21.18,2019-10-23,002315.XSHE,焦点科技,2024-01-25
002317.XSHE,众生药业,0.08,0.1,1.74,2.15,7.82,79.89,2019-10-23,002317.XSHE,众生药业,2024-01-25
002324.XSHE,普利特,0.1,0.07,0.64,2.47,3.07,37.37,2019-10-23,002324.XSHE,普利特,2024-01-25
002328.XSHE,新朋股份,0.04,0.11,1.17,1.03,5.51,20.31,2019-10-23,002328.XSHE,新朋股份,2024-01-25
002338.XSHE,奥普光电,0.04,0.2,1.05,1.16,2.4,32.85,2019-10-23,002338.XSHE,奥普光电,2024-01-25
002341.XSHE,新纶新材,0.02,-0.24,2.8,0.65,7.38,39.75,2019-10-23,002341.XSHE,新纶新材,2024-01-25
002351.XSHE,漫步者,0.03,0.06,1.27,0.69,2.91,21.91,2019-10-23,002351.XSHE,漫步者,2024-01-25
002363.XSHE,隆基机械,0.05,0.15,3.31,1.24,4.16,22.12,2019-10-23,002363.XSHE,隆基机械,2024-01-25
002391.XSHE,长青股份,0.17,0.37,2.69,2.36,3.57,29.84,2019-10-23,002391.XSHE,长青股份,2024-01-25
002392.XSHE,北京利尔,0.09,-0.06,0.83,1.2,8.0,29.75,2019-10-23,002392.XSHE,北京利尔,2024-01-25
002394.XSHE,联发股份,0.22,0.68,3.09,5.28,3.22,29.89,2019-10-23,002394.XSHE,联发股份,2024-01-25
002426.XSHE,胜利精密,-0.05,0.04,1.11,0.06,23.15,61.82,2019-10-23,002426.XSHE,胜利精密,2024-01-25
002457.XSHE,青龙管业,0.23,0.09,2.45,1.98,3.34,26.46,2019-10-23,002457.XSHE,青龙管业,2024-01-25
002459.XSHE,晶澳科技,0.0,-0.02,4.33,-2.24,3.87,46.79,2019-10-23,002459.XSHE,晶澳科技,2024-01-25
002466.XSHE,天齐锂业,-0.05,0.38,3.68,4.64,11.39,309.9,2019-10-23,002466.XSHE,天齐锂业,2024-01-25
002469.XSHE,三维化学,0.04,0.12,0.3,0.92,4.63,17.98,2019-10-23,002469.XSHE,三维化学,2024-01-25
002478.XSHE,常宝股份,0.19,0.14,1.44,1.76,5.97,34.74,2019-10-23,002478.XSHE,常宝股份,2024-01-25
002481.XSHE,双塔食品,0.04,0.06,0.44,0.68,11.07,88.46,2019-10-23,002481.XSHE,双塔食品,2024-01-25
002487.XSHE,大金重工,0.09,0.54,1.45,1.0,5.37,29.39,2019-10-23,002487.XSHE,大金重工,2024-01-25
002488.XSHE,金固股份,0.02,-0.22,3.0,0.15,7.69,53.82,2019-10-23,002488.XSHE,金固股份,2024-01-25
002513.XSHE,蓝丰生化,0.02,0.3,5.33,-1.55,3.14,16.88,2019-10-23,002513.XSHE,蓝丰生化,2024-01-25
002524.XSHE,光正眼科,0.21,0.05,0.83,0.0,4.83,41.13,2019-10-23,002524.XSHE,光正眼科,2024-01-25
002533.XSHE,金杯电工,0.09,0.6,1.48,1.66,5.17,24.67,2019-10-23,002533.XSHE,金杯电工,2024-01-25
002618.XSHE,丹邦退,0.02,-0.01,1.3,0.8,5.48,68.76,2019-10-23,002618.XSHE,丹邦退,2024-01-25
002623.XSHE,亚玛顿,0.06,0.27,9.28,3.13,1.6,22.2,2019-10-23,002623.XSHE,亚玛顿,2024-01-25
002628.XSHE,成都路桥,0.01,-0.34,1.18,1.31,7.24,33.54,2019-10-23,002628.XSHE,成都路桥,2024-01-25
002637.XSHE,赞宇科技,0.12,0.22,2.94,1.98,3.71,27.08,2019-10-23,002637.XSHE,赞宇科技,2024-01-25
002683.XSHE,广东宏大,0.12,0.32,2.15,1.24,6.07,83.71,2019-10-23,002683.XSHE,广东宏大,2024-01-25
002689.XSHE,远大智能,-0.0,0.0,0.02,0.17,10.41,42.05,2019-10-23,002689.XSHE,远大智能,2024-01-25
002691.XSHE,冀凯股份,0.02,-0.02,0.89,0.63,3.39,20.92,2019-10-23,002691.XSHE,冀凯股份,2024-01-25
002694.XSHE,顾地科技,0.05,0.04,0.36,0.35,5.09,16.89,2019-10-23,002694.XSHE,顾地科技,2024-01-25
002695.XSHE,煌上煌,0.14,0.3,1.5,1.63,4.53,65.52,2019-10-23,002695.XSHE,煌上煌,2024-01-25
002700.XSHE,ST浩源,0.06,0.11,0.05,1.29,3.13,23.92,2019-10-23,002700.XSHE,ST浩源,2024-01-25
002702.XSHE,海欣食品,0.01,-0.02,0.21,0.37,3.19,14.03,2019-10-23,002702.XSHE,海欣食品,2024-01-25
002706.XSHE,良信股份,0.12,0.08,0.49,0.78,5.89,46.84,2019-10-23,002706.XSHE,良信股份,2024-01-25
002719.XSHE,麦趣尔,0.06,0.12,3.88,0.86,1.62,17.09,2019-10-23,002719.XSHE,麦趣尔,2024-01-25
002730.XSHE,电光科技,0.06,0.35,0.55,1.34,2.9,24.43,2019-10-23,002730.XSHE,电光科技,2024-01-25
002731.XSHE,萃华珠宝,0.21,-0.2,1.16,2.45,2.2,17.26,2019-10-23,002731.XSHE,萃华珠宝,2024-01-25
002735.XSHE,王子新材,0.11,-0.04,1.36,2.21,0.76,13.64,2019-10-23,002735.XSHE,王子新材,2024-01-25
002742.XSHE,ST三圣,0.01,0.04,0.58,1.87,2.7,16.51,2019-10-23,002742.XSHE,ST三圣,2024-01-25
002763.XSHE,汇洁股份,0.06,0.21,1.76,1.73,1.83,14.76,2019-10-23,002763.XSHE,汇洁股份,2024-01-25
002812.XSHE,恩捷股份,0.3,0.11,2.34,1.92,5.21,173.79,2019-10-23,002812.XSHE,恩捷股份,2024-01-25
002820.XSHE,桂发祥,0.12,0.16,2.37,1.83,1.35,16.39,2019-10-23,002820.XSHE,桂发祥,2024-01-25
002852.XSHE,道道全,-0.02,-0.29,3.55,2.63,1.25,16.61,2019-10-23,002852.XSHE,道道全,2024-01-25
002859.XSHE,洁美科技,0.16,0.15,2.74,2.29,1.08,36.43,2019-10-23,002859.XSHE,洁美科技,2024-01-25
002861.XSHE,瀛通通讯,0.21,0.35,3.57,3.84,0.5,12.47,2019-10-23,002861.XSHE,瀛通通讯,2024-01-25
002870.XSHE,香山股份,0.12,0.13,4.27,1.95,0.4,8.18,2019-10-23,002870.XSHE,香山股份,2024-01-25
002871.XSHE,伟隆股份,0.14,0.25,2.07,2.14,0.29,6.27,2019-10-23,002871.XSHE,伟隆股份,2024-01-25
002879.XSHE,长缆科技,0.15,0.05,3.67,3.05,1.12,15.3,2019-10-23,002879.XSHE,长缆科技,2024-01-25
002890.XSHE,弘宇股份,0.02,0.04,3.08,3.45,0.39,7.73,2019-10-23,002890.XSHE,弘宇股份,2024-01-25
002923.XSHE,润都股份,0.18,0.41,1.74,2.14,0.6,10.69,2019-10-23,002923.XSHE,润都股份,2024-01-25
002937.XSHE,兴瑞科技,0.12,0.15,1.12,0.82,0.96,14.99,2019-10-23,002937.XSHE,兴瑞科技,2024-01-25
002941.XSHE,新疆交建,0.08,-0.67,1.13,1.09,0.65,16.17,2019-10-23,002941.XSHE,新疆交建,2024-01-25
002952.XSHE,亚世光电,0.17,0.1,3.82,1.93,0.23,8.43,2019-10-23,002952.XSHE,亚世光电,2024-01-25
002957.XSHE,科瑞技术,0.31,0.01,1.86,2.48,0.41,15.51,2019-10-23,002957.XSHE,科瑞技术,2024-01-25
002960.XSHE,青鸟消防,0.54,-0.39,3.66,6.12,0.6,17.98,2019-10-23,002960.XSHE,青鸟消防,2024-01-25
002961.XSHE,瑞达期货,0.05,-0.2,0.6,1.69,0.45,13.67,2019-10-23,002961.XSHE,瑞达期货,2024-01-25
300121.XSHE,阳谷华泰,0.11,0.25,1.87,1.34,3.6,24.77,2019-10-23,300121.XSHE,阳谷华泰,2024-01-25
300144.XSHE,宋城演艺,0.33,0.34,1.7,3.63,11.76,328.51,2019-10-23,300144.XSHE,宋城演艺,2024-01-25
300159.XSHE,ST新研,0.04,0.14,2.46,1.02,10.93,46.99,2019-10-23,300159.XSHE,ST新研,2024-01-25
300183.XSHE,东软载波,0.08,0.18,2.33,2.4,2.68,40.1,2019-10-23,300183.XSHE,东软载波,2024-01-25
300321.XSHE,同大股份,0.1,0.28,2.68,3.09,0.83,12.4,2019-10-23,300321.XSHE,同大股份,2024-01-25
300456.XSHE,赛微电子,0.03,0.09,2.7,0.63,3.22,45.55,2019-10-23,300456.XSHE,赛微电子,2024-01-25
300498.XSHE,温氏股份,0.89,1.15,1.22,4.34,40.1,1490.74,2019-10-23,300498.XSHE,温氏股份,2024-01-25
300508.XSHE,维宏股份,-0.03,0.08,1.83,2.35,0.41,12.02,2019-10-23,300508.XSHE,维宏股份,2024-01-25
300584.XSHE,海辰药业,0.21,0.15,1.77,2.26,0.48,14.1,2019-10-23,300584.XSHE,海辰药业,2024-01-25
300593.XSHE,新雷能,0.14,0.11,1.25,1.63,0.94,19.25,2019-10-23,300593.XSHE,新雷能,2024-01-25
300657.XSHE,弘信电子,0.33,0.82,3.76,1.92,1.12,39.66,2019-10-23,300657.XSHE,弘信电子,2024-01-25
300723.XSHE,一品红,0.38,0.68,4.1,3.82,0.47,18.22,2019-10-23,300723.XSHE,一品红,2024-01-25
300773.XSHE,拉卡拉,0.62,0.88,6.01,4.47,0.4,23.99,2019-10-23,300773.XSHE,拉卡拉,2024-01-25
002891.XSHE,中宠股份,0.18,0.2,2.24,1.47,0.92,19.35,2019-10-23,002891.XSHE,中宠股份,2024-01-25
600132.XSHG,重庆啤酒,0.73,0.82,,1.33,4.84,198.57,2019-10-24,600132.XSHG,重庆啤酒,2024-01-25
600135.XSHG,乐凯胶片,0.07,0.16,2.94,0.74,3.73,25.89,2019-10-24,600135.XSHG,乐凯胶片,2024-01-25
600156.XSHG,华升股份,-0.03,-0.07,0.37,0.35,4.02,16.85,2019-10-24,600156.XSHG,华升股份,2024-01-25
600189.XSHG,泉阳泉,0.02,0.29,2.49,0.47,4.77,17.7,2019-10-24,600189.XSHG,泉阳泉,2024-01-25
600288.XSHG,大恒科技,0.07,-0.04,0.43,1.92,4.37,47.17,2019-10-24,600288.XSHG,大恒科技,2024-01-25
600299.XSHG,安迪苏,0.1,0.19,0.79,3.41,26.82,277.58,2019-10-24,600299.XSHG,安迪苏,2024-01-25
600343.XSHG,航天动力,0.01,0.0,1.82,0.54,6.38,60.37,2019-10-24,600343.XSHG,航天动力,2024-01-25
600346.XSHG,恒力石化,0.4,2.02,2.62,1.05,46.32,691.55,2019-10-24,600346.XSHG,恒力石化,2024-01-25
600435.XSHG,北方导航,0.0,-0.39,0.07,0.3,14.89,125.4,2019-10-24,600435.XSHG,北方导航,2024-01-25
600446.XSHG,金证股份,-0.02,0.19,0.34,0.64,8.53,178.32,2019-10-24,600446.XSHG,金证股份,2024-01-25
600467.XSHG,好当家,0.01,0.11,0.27,0.68,14.61,33.75,2019-10-24,600467.XSHG,好当家,2024-01-25
600511.XSHG,国药股份,0.41,0.52,3.11,8.43,2.78,75.66,2019-10-24,600511.XSHG,国药股份,2024-01-25
600684.XSHG,珠江股份,-0.01,0.61,0.1,2.28,8.53,30.98,2019-10-24,600684.XSHG,珠江股份,2024-01-25
600688.XSHG,上海石化,0.05,-0.06,0.06,1.07,73.29,305.61,2019-10-24,600688.XSHG,上海石化,2024-01-25
600778.XSHG,友好集团,0.3,0.65,1.3,0.23,3.11,15.31,2019-10-24,600778.XSHG,友好集团,2024-01-25
600864.XSHG,哈投股份,0.04,0.05,3.62,1.03,20.81,143.56,2019-10-24,600864.XSHG,哈投股份,2024-01-25
600993.XSHG,马应龙,0.18,0.22,0.28,3.81,4.3,72.16,2019-10-24,600993.XSHG,马应龙,2024-01-25
601968.XSHG,宝钢包装,0.03,0.24,1.08,0.54,8.33,38.25,2019-10-24,601968.XSHG,宝钢包装,2024-01-25
603013.XSHG,亚普股份,0.25,0.28,1.4,3.26,0.6,8.51,2019-10-24,603013.XSHG,亚普股份,2024-01-25
603088.XSHG,宁波精达,0.12,0.14,1.01,1.12,1.57,14.75,2019-10-24,603088.XSHG,宁波精达,2024-01-25
